0.0000 1.0000
0.5068 1.0040
1.0136 1.0077
1.5204 0.9998
2.0272 1.0051
2.5340 1.0007
3.0408 1.0057
3.5476 1.0081
4.0544 1.0022
4.5612 0.9995
5.0680 1.0018
5.5748 1.0045
6.0816 1.0006
6.5884 1.0044
7.0952 1.0014
7.6020 1.0030
8.1088 1.0051
8.6156 1.0046
9.1224 1.0059
9.6292 1.0031
10.1360 1.0037
10.6428 1.0044
11.1496 1.0078
11.6564 1.0073
12.1632 1.0039
12.6700 1.0028
13.1768 1.0031
13.6836 1.0032
14.1904 1.0030
14.6972 1.0051
15.2040 1.0046
15.7108 1.0028
16.2176 1.0005
16.7244 1.0024
17.2312 1.0025
17.7380 1.0016
18.2448 1.0006
18.7516 0.9990
19.2584 0.9997
19.7652 0.9979
20.2720 0.9970
20.7788 0.9988
21.2856 1.0009
21.7924 0.9977
22.2992 0.9975
22.8060 0.9957
23.3128 0.9993
23.8196 0.9952
24.3264 0.9952
24.8332 0.9944
25.3400 0.9958
25.8468 0.9957
26.3536 0.9960
26.8604 0.9944
27.3672 0.9931
27.8740 0.9926
28.3808 0.9929
28.8876 0.9928
29.3944 0.9916
29.9012 0.9914
30.4080 0.9916
30.9148 0.9917
31.4216 0.9925
31.9284 0.9911
32.4352 0.9911
32.9420 0.9914
33.4488 0.9899
33.9556 0.9887
34.4624 0.9889
34.9692 0.9877
35.4760 0.9892
35.9828 0.9870
36.4896 0.9861
36.9964 0.9868
37.5032 0.9863
38.0100 0.9874
38.5168 0.9867
39.0236 0.9861
39.5304 0.9861
40.0372 0.9860
40.5440 0.9851
41.0508 0.9857
41.5576 0.9847
42.0644 0.9842
42.5712 0.9846
43.0780 0.9837
43.5848 0.9832
44.0916 0.9821
44.5984 0.9832
45.1052 0.9819
45.6120 0.9813
46.1188 0.9812
46.6256 0.9806
47.1324 0.9791
47.6392 0.9792
48.1460 0.9785
48.6528 0.9791
49.1596 0.9777
49.6664 0.9782
50.1732 0.9769
50.6800 0.9773
51.1868 0.9781
51.6936 0.9759
52.2004 0.9764
52.7072 0.9750
53.2140 0.9758
53.7208 0.9750
54.2276 0.9758
54.7344 0.9752
55.2412 0.9744
55.7480 0.9737
56.2548 0.9726
56.7616 0.9745
57.2684 0.9727
57.7752 0.9713
58.2820 0.9719
58.7888 0.9712
59.2956 0.9722
59.8024 0.9709
60.3092 0.9704
60.8160 0.9699
61.3228 0.9705
61.8296 0.9700
62.3364 0.9692
62.8432 0.9693
63.3500 0.9683
63.8568 0.9693
64.3636 0.9698
64.8704 0.9687
65.3772 0.9700
65.8840 0.9693
66.3908 0.9674
66.8976 0.9691
67.4044 0.9657
67.9112 0.9664
68.4180 0.9653
68.9248 0.9661
69.4316 0.9655
69.9384 0.9643
70.4452 0.9640
70.9520 0.9638
71.4588 0.9629
71.9656 0.9632
72.4724 0.9620
72.9792 0.9601
73.4860 0.9607
73.9928 0.9604
74.4996 0.9597
75.0064 0.9581
75.5132 0.9579
76.0200 0.9565
76.5268 0.9572
77.0336 0.9562
77.5404 0.9563
78.0472 0.9544
78.5540 0.9556
79.0608 0.9544
79.5676 0.9540
80.0744 0.9525
80.5812 0.9522
81.0880 0.9508
81.5948 0.9506
82.1016 0.9497
82.6084 0.9494
83.1152 0.9489
83.6220 0.9490
84.1288 0.9487
84.6356 0.9477
