85.1424 0.9468
85.6492 0.9455
86.1560 0.9453
86.6628 0.9451
87.1696 0.9432
87.6764 0.9435
88.1832 0.9421
88.6900 0.9433
89.1968 0.9419
89.7036 0.9417
90.2104 0.9411
90.7172 0.9405
91.2240 0.9396
91.7308 0.9394
92.2376 0.9384
92.7444 0.9382
93.2512 0.9366
93.7580 0.9370
94.2648 0.9351
94.7716 0.9342
95.2784 0.9332
95.7852 0.9316
96.2920 0.9315
96.7988 0.9304
97.3056 0.9295
97.8124 0.9281
98.3192 0.9284
98.8260 0.9273
99.3328 0.9267
99.8396 0.9248
100.3464 0.9249
100.8532 0.9235
101.3600 0.9217
101.8668 0.9211
102.3736 0.9202
102.8804 0.9188
103.3872 0.9201
103.8940 0.9181
104.4008 0.9178
104.9076 0.9174
105.4144 0.9160
105.9212 0.9158
106.4280 0.9151
106.9348 0.9144
107.4416 0.9148
107.9484 0.9129
108.4552 0.9131
108.9620 0.9129
109.4688 0.9115
109.9756 0.9117
110.4824 0.9114
110.9892 0.9107
111.4960 0.9098
112.0028 0.9089
112.5096 0.9079
113.0164 0.9073
113.5232 0.9072
114.0300 0.9071
114.5368 0.9064
115.0436 0.9064
115.5504 0.9055
116.0572 0.9049
116.5640 0.9036
117.0708 0.9029
117.5776 0.9027
118.0844 0.9021
118.5912 0.9006
119.0980 0.9002
119.6048 0.8986
120.1116 0.8986
120.6184 0.8980
121.1252 0.8968
121.6320 0.8964
122.1388 0.8957
122.6456 0.8947
123.1524 0.8939
123.6592 0.8932
124.1660 0.8928
124.6728 0.8917
125.1796 0.8915
125.6864 0.8909
126.1932 0.8901
126.7000 0.8890
127.2068 0.8880
127.7136 0.8874
128.2204 0.8862
128.7272 0.8841
129.2340 0.8826
129.7408 0.8831
130.2476 0.8840
130.7544 0.8834
131.2612 0.8828
131.7680 0.8824
132.2748 0.8811
132.7816 0.8816
133.2884 0.8811
133.7952 0.8806
134.3020 0.8795
134.8088 0.8795
135.3156 0.8785
135.8224 0.8784
136.3292 0.8770
136.8360 0.8768
137.3428 0.8769
137.8496 0.8747
138.3564 0.8754
138.8632 0.8734
139.3700 0.8742
139.8768 0.8735
140.3836 0.8726
140.8904 0.8732
141.3972 0.8740
141.9040 0.8740
142.4108 0.8679
142.9176 0.8700
143.4244 0.8701
143.9312 0.8704
144.4380 0.8698
144.9448 0.8696
145.4516 0.8689
145.9584 0.8686
146.4652 0.8681
146.9720 0.8676
147.4788 0.8666
147.9856 0.8656
148.4924 0.8653
148.9992 0.8652
149.5060 0.8641
150.0128 0.8626
150.5196 0.8610
151.0264 0.8600
151.5332 0.8599
152.0400 0.8589
152.5468 0.8591
153.0536 0.8587
153.5604 0.8582
154.0672 0.8574
154.5740 0.8568
155.0808 0.8556
155.5876 0.8558
156.0944 0.8550
156.6012 0.8538
157.1080 0.8529
157.6148 0.8524
158.1216 0.8519
158.6284 0.8519
159.1352 0.8504
159.6420 0.8502
160.1488 0.8497
160.6556 0.8477
161.1624 0.8479
161.6692 0.8477
162.1760 0.8463
162.6828 0.8456
163.1896 0.8446
163.6964 0.8443
164.2032 0.8433
164.7100 0.8422
165.2168 0.8415
165.7236 0.8404
166.2304 0.8400
166.7372 0.8403
167.2440 0.8389
167.7508 0.8386
168.2576 0.8371
168.7644 0.8364
169.2712 0.8355
169.7780 0.8350
170.2848 0.8358
170.7916 0.8334
171.2984 0.8338
171.8052 0.8313
172.3120 0.8319
172.8188 0.8310
173.3256 0.8300
173.8324 0.8300
174.3392 0.8286
174.8460 0.8283
175.3528 0.8279
175.8596 0.8264
176.3664 0.8262
176.8732 0.8257
177.3800 0.8250
177.8868 0.8229
178.3936 0.8232
178.9004 0.8219
179.4072 0.8208
179.9140 0.8210
180.4208 0.8196
180.9276 0.8180
181.4344 0.8181
181.9412 0.8164
182.4480 0.8164
182.9548 0.8155
183.4616 0.8141
183.9684 0.8143
184.4752 0.8119
184.9820 0.8121
185.4888 0.8109
185.9956 0.8104
186.5024 0.8093
187.0092 0.8086
187.5160 0.8082
188.0228 0.8065
188.5296 0.8067
189.0364 0.8057
189.5432 0.8051
190.0500 0.8042
190.5568 0.8031
191.0636 0.8016
191.5704 0.8016
192.0772 0.8004
192.5840 0.7995
193.0908 0.7986
193.5976 0.7983
194.1044 0.7958
194.6112 0.7961
195.1180 0.7950
195.6248 0.7944
196.1316 0.7937
196.6384 0.7921
197.1452 0.7912
197.6520 0.7900
198.1588 0.7895
198.6656 0.7873
199.1724 0.7869
199.6792 0.7861
200.1860 0.7853
200.6928 0.7848
201.1996 0.7834
201.7064 0.7823
202.2132 0.7817
202.7200 0.7810
203.2268 0.7792
203.7336 0.7779
204.2404 0.7771
204.7472 0.7760
205.2540 0.7749
205.7608 0.7739
206.2676 0.7720
206.7744 0.7711
207.2812 0.7702
207.7880 0.7682
208.2948 0.7673
208.8016 0.7659
209.3084 0.7659
209.8152 0.7637
210.3220 0.7627
210.8288 0.7617
211.3356 0.7607
211.8424 0.7588
212.3492 0.7579
212.8560 0.7566
213.3628 0.7546
213.8696 0.7541
214.3764 0.7521
214.8832 0.7502
215.3900 0.7499
215.8968 0.7478
216.4036 0.7464
216.9104 0.7453
217.4172 0.7441
217.9240 0.7423
218.4308 0.7410
218.9376 0.7390
219.4444 0.7371
219.9512 0.7359
220.4580 0.7347
220.9648 0.7326
221.4716 0.7311
221.9784 0.7294
222.4852 0.7282
222.9920 0.7260
223.4988 0.7252
224.0056 0.7231
224.5124 0.7208
225.0192 0.7195
225.5260 0.7181
226.0328 0.7158
226.5396 0.7143
227.0464 0.7124
227.5532 0.7103
228.0600 0.7084
228.5668 0.7071
229.0736 0.7047
229.5804 0.7020
230.0872 0.6997
230.5940 0.6984
231.1008 0.6960
231.6076 0.6935
232.1144 0.6915
232.6212 0.6896
233.1280 0.6874
233.6348 0.6848
234.1416 0.6820
234.6484 0.6795
235.1552 0.6769
235.6620 0.6738
236.1688 0.6713
236.6756 0.6679
237.1824 0.6645
237.6892 0.6609
